target_pref_name,molecule_chembl_id,canonical_smiles,standard_value,bioactivity_class
ATP-binding cassette sub-family G member 2,CHEMBL36506,CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C,85100.0,inactive
ATP-binding cassette sub-family G member 2,CHEMBL348475,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cc(OC)c(OC)cc3NC(=O)c3cnc4ccccc4c3)cc1)CC2,680.0,active
ATP-binding cassette sub-family G member 2,CHEMBL396298,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cccc4c(=O)c5cccc(OC)c5[nH]c34)cc1)CC2,400.0,active
ATP-binding cassette sub-family G member 2,CHEMBL939,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,1100.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL941,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,4070.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL475554,O=C(Nc1ccc(CCN2CCc3ccccc3C2)cc1)Nc1ccccc1[N+](=O)[O-],8710.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL475362,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)Nc3ccccc3[N+](=O)[O-])cc1)CC2,9080.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL474972,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)Nc3ccc([N+](=O)[O-])cc3)cc1)CC2,2610.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL472819,Nc1ccccc1NC(=O)Nc1ccc(CCN2CCc3ccccc3C2)cc1,74100.0,inactive
ATP-binding cassette sub-family G member 2,CHEMBL472818,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)Nc3ccccc3N)cc1)CC2,58400.0,inactive
ATP-binding cassette sub-family G member 2,CHEMBL474757,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)Nc3ccc(N)cc3)cc1)CC2,46400.0,inactive
ATP-binding cassette sub-family G member 2,CHEMBL258456,O=C(Nc1ccc(CCN2CCc3ccccc3C2)cc1)c1ccccc1[N+](=O)[O-],45700.0,inactive
ATP-binding cassette sub-family G member 2,CHEMBL442464,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3ccccc3[N+](=O)[O-])cc1)CC2,40000.0,inactive
ATP-binding cassette sub-family G member 2,CHEMBL555611,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3ccc([N+](=O)[O-])cc3)cc1)CC2,4380.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL259077,Nc1ccccc1C(=O)Nc1ccc(CCN2CCc3ccccc3C2)cc1,20900.0,inactive
ATP-binding cassette sub-family G member 2,CHEMBL429515,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3ccccc3N)cc1)CC2,20700.0,inactive
ATP-binding cassette sub-family G member 2,CHEMBL261632,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3ccc(N)cc3)cc1)CC2,98200.0,inactive
ATP-binding cassette sub-family G member 2,CHEMBL595550,COc1ccc(C(=O)Nc2ccccc2NC(=O)Nc2ccc(CCN3CCc4cc(OC)c(OC)cc4C3)cc2)cc1OC,6980.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL247473,COc1ccc(C(=O)Nc2ccccc2C(=O)Nc2ccc(CCN3CCc4cc(OC)c(OC)cc4C3)cc2)cc1OC,860.0,active
ATP-binding cassette sub-family G member 2,CHEMBL595493,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3ccccc3NC(=O)c3ccc([N+](=O)[O-])cc3)cc1)CC2,630.0,active
ATP-binding cassette sub-family G member 2,CHEMBL594336,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3ccccc3NC(=O)Nc3ccc([N+](=O)[O-])cc3)cc1)CC2,500.0,active
ATP-binding cassette sub-family G member 2,CHEMBL488910,COc1ccc2c3c([nH]c2c1)[C@H](CC(C)C)N1C(=O)[C@H](CCC(=O)OC(C)(C)C)NC(=O)[C@@H]1C3,74.0,active
ATP-binding cassette sub-family G member 2,CHEMBL36506,CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C,104000.0,inactive
ATP-binding cassette sub-family G member 2,CHEMBL348475,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cc(OC)c(OC)cc3NC(=O)c3cnc4ccccc4c3)cc1)CC2,850.0,active
ATP-binding cassette sub-family G member 2,CHEMBL396298,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cccc4c(=O)c5cccc(OC)c5[nH]c34)cc1)CC2,430.0,active
ATP-binding cassette sub-family G member 2,CHEMBL939,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,1260.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL941,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,3380.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL599353,COC(Cc1ccc(O)cc1)C(=O)N/C=C/c1ccc(O)cc1,100000.0,inactive
ATP-binding cassette sub-family G member 2,CHEMBL599354,CO/C(=C\c1ccc(O)cc1)C(=O)NCCc1ccc(O)cc1,25200.0,inactive
ATP-binding cassette sub-family G member 2,CHEMBL607573,COC(Cc1ccc(O)cc1)C(=O)NCCc1ccc(O)cc1,100000.0,inactive
ATP-binding cassette sub-family G member 2,CHEMBL599746,O=C(/C=C/c1ccc(O)cc1)N/C=C/c1ccc(O)cc1,100000.0,inactive
ATP-binding cassette sub-family G member 2,CHEMBL599747,CO/C(=C\c1ccc(O)cc1)C(=O)NCC(O)c1ccc(O)cc1,100000.0,inactive
ATP-binding cassette sub-family G member 2,CHEMBL600469,CO/C(=C\c1ccc(O)cc1)C(=O)O,100000.0,inactive
ATP-binding cassette sub-family G member 2,CHEMBL599744,CO/C(=C\c1ccccc1)C(=O)N/C=C/c1ccc(O)cc1,15400.0,inactive
ATP-binding cassette sub-family G member 2,CHEMBL599745,CO/C(=C\c1ccc(OC)cc1)C(=O)N/C=C/c1ccc(O)cc1,6400.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL598642,CO/C(=C\c1ccc(O)c(O)c1)C(=O)N/C=C/c1ccc(O)cc1,18800.0,inactive
ATP-binding cassette sub-family G member 2,CHEMBL605795,CO/C(=C\c1cc(Br)c(O)c(Br)c1)C(=O)N/C=C/c1ccc(O)cc1,11100.0,inactive
ATP-binding cassette sub-family G member 2,CHEMBL601642,CO/C(=C\c1cc(Br)c(O)c(Br)c1)C(=O)N/C=C/c1ccc(OC(C)=O)cc1,23200.0,inactive
ATP-binding cassette sub-family G member 2,CHEMBL602891,CO/C(=C\c1ccc(OCc2ccccc2)cc1)C(=O)N/C=C/c1ccc(O)cc1,100000.0,inactive
ATP-binding cassette sub-family G member 2,CHEMBL400538,CCCc1cc(=O)c2c(O)cc3cc(O)cc(OC)c3c2o1,9000.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL454794,COc1cc(O)cc2cc(O)c3c(=O)cc(C)oc3c12,12800.0,inactive
ATP-binding cassette sub-family G member 2,CHEMBL1172279,CCCc1cc(=O)c2c(OC)cc3cc(O)cc(OC)c3c2o1,5900.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL1172080,COc1c(O)c2c(=O)cc(C)oc2c2c(OC)cc(O)cc12,11900.0,inactive
ATP-binding cassette sub-family G member 2,CHEMBL401565,CCCc1cc(=O)c2c(O)c(OC)c3cc(O)cc(OC)c3c2o1,20000.0,inactive
ATP-binding cassette sub-family G member 2,CHEMBL256967,CCCc1cc(=O)c2c(OC)c(OC)c3cc(O)cc(OC)c3c2o1,16600.0,inactive
ATP-binding cassette sub-family G member 2,CHEMBL476292,COc1ccc2c(c1)C(=O)CC(c1ccccc1)O2,19000.0,inactive
ATP-binding cassette sub-family G member 2,CHEMBL254613,COc1cc(O)c2c(c1)O[C@H](c1ccccc1)CC2=O,8900.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL107131,COc1cc(OC)c2c(c1)OC(c1ccccc1)CC2=O,17000.0,inactive
ATP-binding cassette sub-family G member 2,CHEMBL1556958,Cc1c(O)cc2c(c1O)C(=O)CC(c1ccccc1)O2,11000.0,inactive
ATP-binding cassette sub-family G member 2,CHEMBL1685067,COc1cc2c(c(O)c1C)C(=O)CC(c1ccccc1)O2,4900.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL1685068,COc1cc(OC)c2c(c1C)OC(c1ccccc1)CC2=O,9300.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL275638,O=c1cc(-c2ccccc2)oc2ccccc12,17000.0,inactive
ATP-binding cassette sub-family G member 2,CHEMBL137586,COc1ccc2oc(-c3ccccc3)cc(=O)c2c1,3400.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL28,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,3100.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL117,O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,1500.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL275391,COc1cc(OC)c2c(=O)cc(-c3ccccc3)oc2c1,9200.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL150,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,4700.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL50,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,6900.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL28626,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,21000.0,inactive
ATP-binding cassette sub-family G member 2,CHEMBL165509,COc1cc2oc(-c3ccc(O)cc3)c(OC)c(=O)c2c(O)c1OC,1200.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL74898,COc1cc(O)c2c(=O)c(OC)c(-c3ccc(OC)c(O)c3)oc2c1,460.0,active
ATP-binding cassette sub-family G member 2,CHEMBL77966,COc1cc(O)c2c(=O)c(OC)c(-c3ccc(OC)c(OC)c3)oc2c1,390.0,active
ATP-binding cassette sub-family G member 2,CHEMBL73930,COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)c(OC)c3o2)cc1,19000.0,inactive
ATP-binding cassette sub-family G member 2,CHEMBL226507,COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)cc3o2)cc1OC,9000.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL76447,COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)c(OC)c3o2)cc1OC,4900.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL77993,COc1ccc(-c2oc3c(OC)c(OC)c(OC)c(OC)c3c(=O)c2OC)cc1OC,1400.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL76553,COc1cc2oc(-c3ccccc3)cc(=O)c2c(O)c1C,3000.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL1685069,COc1cc2oc(-c3ccccc3)cc(=O)c2c(OC)c1C,5900.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL44,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,6900.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL1685072,COC1=C(OC)[C@]2(OC)c3c(OC)c(OC)c4c(c3O[C@@]23O[C@@H](c2ccccc2)CC=C3C1=O)[C@@H](O)C[C@H](c1ccccc1)O4,11000.0,inactive
ATP-binding cassette sub-family G member 2,CHEMBL1685073,COC1=C(OC)[C@]2(OC)c3c(OC)c(OC)c4c(c3O[C@@]23O[C@@H](c2ccccc2)CC=C3C1=O)[C@@H](OC)C[C@H](c1ccccc1)O4,16000.0,inactive
ATP-binding cassette sub-family G member 2,CHEMBL1685074,COc1c2c(c3c(c1OC)[C@@]1(OC)C4=C(C(=O)[C@H](OC)[C@@]1(OC)O3)[C@H](OC)C[C@@H](c1ccccc1)O4)[C@H](O)C[C@@H](c1ccccc1)O2,29000.0,inactive
ATP-binding cassette sub-family G member 2,CHEMBL488910,COc1ccc2c3c([nH]c2c1)[C@H](CC(C)C)N1C(=O)[C@H](CCC(=O)OC(C)(C)C)NC(=O)[C@@H]1C3,210.0,active
ATP-binding cassette sub-family G member 2,CHEMBL348475,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cc(OC)c(OC)cc3NC(=O)c3cnc4ccccc4c3)cc1)CC2,940.0,active
ATP-binding cassette sub-family G member 2,CHEMBL476292,COc1ccc2c(c1)C(=O)CC(c1ccccc1)O2,46000.0,inactive
ATP-binding cassette sub-family G member 2,CHEMBL254613,COc1cc(O)c2c(c1)O[C@H](c1ccccc1)CC2=O,31000.0,inactive
ATP-binding cassette sub-family G member 2,CHEMBL107131,COc1cc(OC)c2c(c1)OC(c1ccccc1)CC2=O,32000.0,inactive
ATP-binding cassette sub-family G member 2,CHEMBL1556958,Cc1c(O)cc2c(c1O)C(=O)CC(c1ccccc1)O2,26000.0,inactive
ATP-binding cassette sub-family G member 2,CHEMBL1685067,COc1cc2c(c(O)c1C)C(=O)CC(c1ccccc1)O2,12000.0,inactive
ATP-binding cassette sub-family G member 2,CHEMBL1685068,COc1cc(OC)c2c(c1C)OC(c1ccccc1)CC2=O,17000.0,inactive
ATP-binding cassette sub-family G member 2,CHEMBL275638,O=c1cc(-c2ccccc2)oc2ccccc12,26000.0,inactive
ATP-binding cassette sub-family G member 2,CHEMBL137586,COc1ccc2oc(-c3ccccc3)cc(=O)c2c1,10000.0,inactive
ATP-binding cassette sub-family G member 2,CHEMBL28,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,5900.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL117,O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,2600.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL275391,COc1cc(OC)c2c(=O)cc(-c3ccccc3)oc2c1,11000.0,inactive
ATP-binding cassette sub-family G member 2,CHEMBL150,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,6200.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL50,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,7600.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL28626,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,49000.0,inactive
ATP-binding cassette sub-family G member 2,CHEMBL165509,COc1cc2oc(-c3ccc(O)cc3)c(OC)c(=O)c2c(O)c1OC,2000.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL74898,COc1cc(O)c2c(=O)c(OC)c(-c3ccc(OC)c(O)c3)oc2c1,680.0,active
ATP-binding cassette sub-family G member 2,CHEMBL77966,COc1cc(O)c2c(=O)c(OC)c(-c3ccc(OC)c(OC)c3)oc2c1,900.0,active
ATP-binding cassette sub-family G member 2,CHEMBL73930,COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)c(OC)c3o2)cc1,17000.0,inactive
ATP-binding cassette sub-family G member 2,CHEMBL226507,COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)cc3o2)cc1OC,8300.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL76447,COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)c(OC)c3o2)cc1OC,4400.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL77993,COc1ccc(-c2oc3c(OC)c(OC)c(OC)c(OC)c3c(=O)c2OC)cc1OC,1600.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL76553,COc1cc2oc(-c3ccccc3)cc(=O)c2c(O)c1C,2800.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL1685069,COc1cc2oc(-c3ccccc3)cc(=O)c2c(OC)c1C,8000.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL44,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,8800.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL1685072,COC1=C(OC)[C@]2(OC)c3c(OC)c(OC)c4c(c3O[C@@]23O[C@@H](c2ccccc2)CC=C3C1=O)[C@@H](O)C[C@H](c1ccccc1)O4,15000.0,inactive
ATP-binding cassette sub-family G member 2,CHEMBL1685073,COC1=C(OC)[C@]2(OC)c3c(OC)c(OC)c4c(c3O[C@@]23O[C@@H](c2ccccc2)CC=C3C1=O)[C@@H](OC)C[C@H](c1ccccc1)O4,47000.0,inactive
ATP-binding cassette sub-family G member 2,CHEMBL1685074,COc1c2c(c3c(c1OC)[C@@]1(OC)C4=C(C(=O)[C@H](OC)[C@@]1(OC)O3)[C@H](OC)C[C@@H](c1ccccc1)O4)[C@H](O)C[C@@H](c1ccccc1)O2,40000.0,inactive
ATP-binding cassette sub-family G member 2,CHEMBL488910,COc1ccc2c3c([nH]c2c1)[C@H](CC(C)C)N1C(=O)[C@H](CCC(=O)OC(C)(C)C)NC(=O)[C@@H]1C3,390.0,active
ATP-binding cassette sub-family G member 2,CHEMBL348475,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cc(OC)c(OC)cc3NC(=O)c3cnc4ccccc4c3)cc1)CC2,1500.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL308954,Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br,6000.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL1689340,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)c(CC=C(C)C)c3O2)cc1O,6600.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL1689341,CC(C)=CCc1c(O)c(CC=C(C)C)c2c(c1O)C(=O)C[C@@H](c1cc(O)cc(O)c1)O2,4100.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL1689342,CC(C)=CCC/C(C)=C/Cc1c(O)cc(O)c2c1O[C@H](c1cc(O)cc(O)c1)CC2=O,15500.0,inactive
ATP-binding cassette sub-family G member 2,CHEMBL556429,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)c(CC=C(C)C)c3O2)cc1,22600.0,inactive
ATP-binding cassette sub-family G member 2,CHEMBL478764,CC(C)=CCC/C(C)=C/Cc1c(O)cc2oc(-c3ccc(O)cc3)c(O)c(=O)c2c1O,5700.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL490697,CC(C)=CCC/C(C)=C/Cc1c(O)cc(O)c2c1O[C@H](c1ccc(O)cc1)CC2=O,12300.0,inactive
ATP-binding cassette sub-family G member 2,CHEMBL376915,CC(C)=CCc1c(O)cc(O)c2c1O[C@H](c1ccc(O)cc1)CC2=O,3100.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL74898,COc1cc(O)c2c(=O)c(OC)c(-c3ccc(OC)c(O)c3)oc2c1,5700.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL165180,COc1cc(O)c2c(=O)c(OC)c(-c3ccc(O)c(OC)c3)oc2c1,17200.0,inactive
ATP-binding cassette sub-family G member 2,CHEMBL151,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,8900.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL1689344,COc1cc(O)c(CC=C(C)C)c(-c2oc3cc(O)cc(O)c3c(=O)c2OC)c1,8400.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL1689345,C/C(=C/Cc1c(-c2cc(O)c(O)cc2O)oc2c3c(cc(O)c2c1=O)OC(C)(C)C=C3)CO,6500.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL410316,COc1ccc2c3c([nH]c2c1)[C@H](C=C(C)C)N1C(=O)[C@@H]2CCCN2C(=O)[C@@H]1C3,800.0,active
ATP-binding cassette sub-family G member 2,CHEMBL1777831,COCCOCCOCCOc1cc2c(cc1OC)CCN(CCc1ccc(NC(=O)c3ccc(C(=O)OC)c(NC(=O)c4ccc5ncccc5c4)c3)cc1)C2,508.0,active
ATP-binding cassette sub-family G member 2,CHEMBL1779526,COCCOCCOCCOc1cc2c(cc1OC)CCN(CCc1ccc(NC(=O)c3ccc(C(=O)OC)c(NC(=O)c4ccc5ccccc5n4)c3)cc1)C2,130.0,active
ATP-binding cassette sub-family G member 2,CHEMBL1779525,COCCOCCOCCOc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3ccc(C(=O)OC)c(NC(=O)c4ccc5ncccc5c4)c3)cc1)CC2,390.0,active
ATP-binding cassette sub-family G member 2,CHEMBL1779524,COCCOCCOCCOc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3ccc(C(=O)OC)c(NC(=O)c4ccc5ccccc5n4)c3)cc1)CC2,183.0,active
ATP-binding cassette sub-family G member 2,CHEMBL455275,COC(=O)c1ccc(C(=O)Nc2ccc(CCN3CCc4cc(OC)c(OC)cc4C3)cc2)cc1NC(=O)c1ccc2ncccc2c1,172.0,active
ATP-binding cassette sub-family G member 2,CHEMBL502503,COC(=O)c1ccc(C(=O)Nc2ccc(CCN3CCc4cc(OC)c(OC)cc4C3)cc2)cc1NC(=O)c1ccc2ccccc2n1,59.0,active
ATP-binding cassette sub-family G member 2,CHEMBL1779523,COCCOCCOCCOc1cc2c(cc1OC)CCN(CCc1ccc(NC(=O)c3ccc(C(=O)O)c(NC(=O)c4ccc5ncccc5c4)c3)cc1)C2.O=C(O)C(F)(F)F,50000.0,inactive
ATP-binding cassette sub-family G member 2,CHEMBL1779522,COCCOCCOCCOc1cc2c(cc1OC)CCN(CCc1ccc(NC(=O)c3ccc(C(=O)O)c(NC(=O)c4ccc5ccccc5n4)c3)cc1)C2.O=C(O)C(F)(F)F,6200.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL1779521,COCCOCCOCCOc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3ccc(C(=O)O)c(NC(=O)c4ccc5ncccc5c4)c3)cc1)CC2.O=C(O)C(F)(F)F,50000.0,inactive
ATP-binding cassette sub-family G member 2,CHEMBL1779520,COCCOCCOCCOc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3ccc(C(=O)O)c(NC(=O)c4ccc5ccccc5n4)c3)cc1)CC2.O=C(O)C(F)(F)F,50000.0,inactive
ATP-binding cassette sub-family G member 2,CHEMBL1779519,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3ccc(C(=O)O)c(NC(=O)c4ccc5ncccc5c4)c3)cc1)CC2.O=C(O)C(F)(F)F,100000.0,inactive
ATP-binding cassette sub-family G member 2,CHEMBL1779518,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3ccc(C(=O)O)c(NC(=O)c4ccc5ccccc5n4)c3)cc1)CC2.O=C(O)C(F)(F)F,5000.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL396298,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cccc4c(=O)c5cccc(OC)c5[nH]c34)cc1)CC2,127.0,active
ATP-binding cassette sub-family G member 2,CHEMBL348475,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cc(OC)c(OC)cc3NC(=O)c3cnc4ccccc4c3)cc1)CC2,526.0,active
ATP-binding cassette sub-family G member 2,CHEMBL389328,COc1ccc(/C=C/C(=O)c2ccccc2O)cc1OC,5070.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL182653,COc1ccc(/C=C/C(=O)c2ccc(O)cc2O)cc1,33320.0,inactive
ATP-binding cassette sub-family G member 2,CHEMBL573524,COc1ccc(/C=C/C(=O)c2ccc(O)cc2O)cc1OC,930.0,active
ATP-binding cassette sub-family G member 2,CHEMBL573523,COc1cccc(/C=C/C(=O)c2ccc(O)cc2O)c1,2800.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL1935203,O=C(/C=C/c1ccccc1Cl)c1ccc(O)cc1O,3210.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL139679,O=C(/C=C/c1ccc(Cl)cc1)c1ccc(O)cc1O,6070.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL317469,COc1ccc(C(=O)/C=C/c2ccccc2)c(O)c1,31020.0,inactive
ATP-binding cassette sub-family G member 2,CHEMBL229907,COc1ccc(/C=C/C(=O)c2ccc(OC)cc2O)cc1,4200.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL262597,COc1ccc(C(=O)/C=C/c2ccc(OC)c(OC)c2)c(O)c1,2170.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL260597,COc1cccc(/C=C/C(=O)c2ccc(OC)cc2O)c1,3150.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL405022,COc1ccc(C(=O)/C=C/c2ccccc2Cl)c(O)c1,6850.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL406861,COc1ccc(C(=O)/C=C/c2ccc(Cl)cc2)c(O)c1,13510.0,inactive
ATP-binding cassette sub-family G member 2,CHEMBL36584,COc1ccc(/C=C/C(=O)c2ccc(OC)cc2OC)cc1,2340.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL1935205,COc1ccc(C(=O)/C=C/c2ccc(OC)c(OC)c2)c(OC)c1,2200.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL241781,COc1ccc(C(=O)/C=C/c2ccccc2Cl)c(OC)c1,3130.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL138662,COc1ccc(C(=O)/C=C/c2ccc(Cl)cc2)c(OC)c1,3090.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL243829,COc1ccc(/C=C/C(=O)c2c(O)cc(OC)cc2OC)cc1,5830.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL243830,COc1cc(O)c(C(=O)/C=C/c2ccc(OC)c(OC)c2)c(OC)c1,750.0,active
ATP-binding cassette sub-family G member 2,CHEMBL252869,COc1cc(O)c(C(=O)/C=C/c2ccccc2Cl)c(OC)c1,5270.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL36619,COc1ccc(/C=C/C(=O)c2ccc(OC)c(OC)c2)cc1,2190.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL595816,COc1ccc(/C=C/C(=O)c2ccc(OC)c(OC)c2)cc1OC,3280.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL1935207,COc1ccc(C(=O)/C=C/c2ccccc2Cl)cc1OC,11040.0,inactive
ATP-binding cassette sub-family G member 2,CHEMBL1935208,COc1ccc(C(=O)/C=C/c2ccc(Cl)cc2)cc1OC,2720.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL1935209,O=C(/C=C/c1ccccc1)c1ccc2ccccc2c1O,24320.0,inactive
ATP-binding cassette sub-family G member 2,CHEMBL1935210,COc1ccc(/C=C/C(=O)c2ccc3ccccc3c2O)cc1,16920.0,inactive
ATP-binding cassette sub-family G member 2,CHEMBL1935211,COc1ccc(/C=C/C(=O)c2ccc3ccccc3c2O)cc1OC,2500.0,intermediate
ATP-binding cassette sub-family G member 2,CHEMBL1935212,COc1cccc(/C=C/C(=O)c2ccc3ccccc3c2O)c1,11890.0,inactive
ATP-binding cassette sub-family G member 2,CHEMBL1935215,O=C(/C=C/c1ccc(Cl)c(Cl)c1)c1ccc2ccccc2c1O,26120.0,inactive
